,MAL_ID,Name,Score,Genres,Type,Episodes,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Dropped,Season,Year,DropRatio(%),RunLength
9742,28223,Death Parade,8.2,"['Game', 'Mystery', 'Psychological', 'Drama', 'Thriller']",TV,12.0,Winter 2015,"['VAP', 'DAX Production', 'Nippon Television Network']",['Funimation'],['Madhouse'],Original,23.0,R,310.0,48,1213828,27071,Winter,2015.0,2.2302171312574766,One Season
9749,28249,Arslan Senki (TV),7.71,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Historical', 'Shounen']",TV,25.0,Spring 2015,"['Dentsu', 'Mainichi Broadcasting System', 'Kodansha', 'Magic Capsule', 'Ultra Super Pictures', 'Graphinica', 'NBCUniversal Entertainment Japan']",['Funimation'],"['SANZIGEN', 'LIDENFILMS']",Manga,24.0,R,1000.0,467,304409,17362,Spring,2015.0,5.7035107371989655,Two Season
9753,28283,Sengoku Musou,6.57,"['Action', 'Historical', 'Samurai']",TV,12.0,Winter 2015,"['TV Tokyo', 'Avex Entertainment', 'Nihon Ad Systems', 'Tezuka Productions', 'Koei']",['Funimation'],['TYO Animations'],Game,24.0,PG13,5517.0,3690,19654,2146,Winter,2015.0,10.918896916658188,One Season
9756,28297,Ore Monogatari!!,7.96,"['Comedy', 'Romance', 'Shoujo']",TV,24.0,Spring 2015,"['VAP', 'Nippon Television Network', 'Shueisha']",['Sentai Filmworks'],['Madhouse'],Manga,22.0,PG13,586.0,258,480559,29492,Spring,2015.0,6.1370195959289084,Two Season
9774,28387,Joukamachi no Dandelion,7.21,"['Slice of Life', 'Comedy', 'Super Power', 'Seinen']",TV,12.0,Summer 2015,"['Pony Canyon', 'TBS', 'DAX Production', 'Houbunsha', 'TC Entertainment', 'Docomo Anime Store', 'Nichion']",['Funimation'],['Production IMS'],4-koma manga,24.0,PG13,2741.0,1114,132414,6713,Summer,2015.0,5.069705620251635,One Season
9775,28391,Ao no Kanata no Four Rhythm,6.71,"['Sci-Fi', 'Sports', 'Drama', 'School']",TV,12.0,Winter 2016,"['TV Tokyo', 'Pony Canyon', 'AT-X', 'DLE', 'NBCUniversal Entertainment Japan', 'Docomo Anime Store', 'bilibili', 'Kanon Sound', 'Hobibox']","['Funimation', 'Crunchyroll']",['Gonzo'],Visual novel,24.0,PG13,4830.0,1167,126998,12324,Winter,2016.0,9.70408982818627,One Season
9779,28423,Kyoukai no Rinne (TV),6.89,"['Comedy', 'Supernatural', 'Romance', 'School', 'Shounen']",TV,25.0,Spring 2015,"['Shogakukan-Shueisha Productions', 'NHK', 'Shogakukan']",['Sentai Filmworks'],"[""Brain's Base""]",Manga,24.0,PG13,4090.0,1721,76435,9446,Spring,2015.0,12.35821286060051,Two Season
9791,28497,Rokka no Yuusha,7.35,"['Action', 'Adventure', 'Fantasy', 'Magic', 'Mystery']",TV,12.0,Summer 2015,['Pony Canyon'],['Ponycan USA'],['Passione'],Light novel,24.0,PG13,2098.0,245,486940,15206,Summer,2015.0,3.1227666652975725,One Season
9796,28537,Garo: Guren no Tsuki,5.89,"['Action', 'Demons', 'Fantasy', 'Magic', 'Supernatural']",TV,23.0,Fall 2015,['Tohokushinsha Film Corporation'],['Funimation'],['MAPPA'],Original,24.0,PG13,8567.0,3169,26839,4049,Fall,2015.0,15.086255076567681,Two Season
9827,28617,Punch Line,6.99,"['Comedy', 'Ecchi', 'Sci-Fi', 'Super Power', 'Supernatural']",TV,12.0,Spring 2015,"['Aniplex', 'Dentsu', 'Fuji TV', 'MAGES.', 'Kyoraku Industrial Holdings', 'Kansai Telecasting']",['Sentai Filmworks'],['MAPPA'],Original,23.0,PG13,3643.0,797,187203,16490,Spring,2015.0,8.808619519986326,One Season
9828,28619,Ranpo Kitan: Game of Laplace,6.61,['Mystery'],TV,11.0,Summer 2015,"['Aniplex', 'Dentsu', 'Fuji TV', 'Fujipacific Music', 'Houbunsha']",['Funimation'],['Lerche'],Original,23.0,R,5331.0,1381,101423,11981,Summer,2015.0,11.812902398864162,One Season
9829,28621,Subete ga F ni Naru,7.27,"['Sci-Fi', 'Mystery', 'Psychological']",TV,11.0,Fall 2015,"['Aniplex', 'Dentsu', 'Fuji TV', 'Kyoraku Industrial Holdings', 'Kansai Telecasting']",['Sentai Filmworks'],['A-1 Pictures'],Novel,23.0,R,2463.0,1070,138962,8366,Fall,2015.0,6.0203508872929286,One Season
9830,28623,Koutetsujou no Kabaneri,7.26,"['Action', 'Horror', 'Supernatural', 'Drama', 'Fantasy']",TV,12.0,Spring 2016,"['Aniplex', 'Dentsu', 'Fuji TV', 'Kyoraku Industrial Holdings', 'Kansai Telecasting']","['Funimation', 'Crunchyroll']",['Wit Studio'],Original,22.0,R,2532.0,181,592987,24728,Spring,2016.0,4.170074554754152,One Season
9842,28669,Go! Princess Precure,7.7,"['Action', 'Slice of Life', 'Comedy', 'Magic', 'Fantasy', 'School', 'Shoujo']",TV,50.0,Winter 2015,,,['Toei Animation'],Original,24.0,G,1032.0,4479,12545,861,Winter,2015.0,6.863292148266241,Four or more Season
9845,28677,Yamada-kun to 7-nin no Majo (TV),7.65,"['Harem', 'Mystery', 'Comedy', 'Supernatural', 'Romance', 'School', 'Shounen']",TV,12.0,Spring 2015,"['Dentsu', 'Frontier Works', 'Kodansha', 'Rakuonsha', 'Ultra Super Pictures', 'Memory-Tech', 'Daiichikosho', 'Lawson HMV Entertainment', 'Amuse', 'Animatic', 'A-Sketch']","['Funimation', 'Crunchyroll']",['LIDENFILMS'],Manga,24.0,PG13,1164.0,199,564446,13263,Spring,2015.0,2.349737618833334,One Season
9853,28701,Fate/stay night: Unlimited Blade Works 2nd Season,8.33,"['Action', 'Fantasy', 'Magic', 'Supernatural']",TV,13.0,Spring 2015,"['Aniplex', 'Notes']",['Aniplex of America'],['ufotable'],Visual novel,23.0,R,201.0,175,605173,3505,Spring,2015.0,0.5791732281512889,One Season
9860,28735,Shouwa Genroku Rakugo Shinjuu,8.6,"['Drama', 'Historical', 'Josei']",TV,13.0,Winter 2016,"['Starchild Records', 'Mainichi Broadcasting System', 'Kodansha', 'DAX Production']",,['Studio Deen'],Manga,26.0,PG13,68.0,653,223244,6878,Winter,2016.0,3.080933866083747,One Season
9870,28791,Gunslinger Stratos The Animation,6.09,"['Action', 'Sci-Fi']",TV,12.0,Spring 2015,"['Aniplex', 'Square Enix', 'Nitroplus', 'ASCII Media Works', 'Tokyo MX', 'BS11']",['Aniplex of America'],['A-1 Pictures'],Game,23.0,PG13,7871.0,1885,65623,10195,Spring,2015.0,15.53571156454292,One Season
9876,28817,Mikagura Gakuen Kumikyoku (TV),6.71,"['Action', 'Comedy', 'School', 'Shoujo Ai']",TV,12.0,Spring 2015,"['Media Factory', 'Movic', 'AT-X', 'Showgate']",['Funimation'],['Doga Kobo'],Light novel,24.0,PG13,4863.0,1712,77237,5849,Spring,2015.0,7.572795421883294,One Season
9878,28825,Himouto! Umaru-chan,7.17,"['Comedy', 'School', 'Seinen', 'Slice of Life']",TV,12.0,Summer 2015,"['AT-X', 'TOHO animation', 'Good Smile Company', 'Shueisha', 'BS11', 'Jinnan Studio', 'RAY']",['Sentai Filmworks'],['Doga Kobo'],Manga,24.0,PG13,2912.0,241,494283,25819,Summer,2015.0,5.22352579392777,One Season
9882,28833,Chain Chronicle: Haecceitas no Hikari,6.66,"['Action', 'Adventure', 'Fantasy', 'Magic']",TV,12.0,Winter 2017,"['Bandai Visual', 'Sotsu', 'Sega', 'flying DOG', 'Slow Curve', 'Showgate', 'Sound Team Don Juan', 'Hakuhodo DY Music & Pictures', 'Sammy', 'Pazzy Entertainment', 'Akatsuki']",['Funimation'],"['Telecom Animation Film', 'Graphinica']",Game,24.0,PG13,5090.0,1506,91597,6912,Winter,2017.0,7.546098671353866,One Season
9883,28835,Tesagure! Bukatsumono Spin-off Purupurun Sharumu to Asobou,6.95,"['Parody', 'School', 'Slice of Life']",TV,12.0,Spring 2015,"['Bouncy', 'Just Production', 'JP Room']",,['Yaoyorozu'],Original,23.0,PG13,3797.0,7414,3537,296,Spring,2015.0,8.36867401752898,One Season
9890,28869,Kaitou Joker 2nd Season,7.22,"['Adventure', 'Comedy', 'Mystery', 'Shounen']",TV,13.0,Spring 2015,['Asatsu DK'],,['Shin-Ei Animation'],Manga,24.0,PG,2682.0,6499,4970,176,Spring,2015.0,3.5412474849094564,One Season
9892,28883,Hidan no Aria AA,6.25,"['Action', 'School', 'Shoujo Ai']",TV,12.0,Fall 2015,"['flying DOG', 'Fujishouji']",['Funimation'],['Doga Kobo'],Manga,23.0,PG13,7108.0,1646,81092,7265,Fall,2015.0,8.958960193360628,One Season
9895,28891,Haikyuu!! Second Season,8.73,"['Comedy', 'Sports', 'Drama', 'School', 'Shounen']",TV,25.0,Fall 2015,"['TOHO animation', 'Shueisha']",['Sentai Filmworks'],['Production I.G'],Manga,24.0,PG13,38.0,94,874150,4991,Fall,2015.0,0.5709546416518904,Two Season
9897,28907,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",7.74,"['Action', 'Adventure', 'Fantasy', 'Military']",TV,12.0,Summer 2015,"['Genco', 'Magic Capsule', 'Warner Bros. Japan', 'KlockWorx', 'Showgate', 'Bandai Namco Games']",['Sentai Filmworks'],['A-1 Pictures'],Light novel,23.0,R,933.0,177,601037,17137,Summer,2015.0,2.8512387756494193,One Season
9903,28927,Owari no Seraph: Nagoya Kessen-hen,7.64,"['Action', 'Military', 'Supernatural', 'Drama', 'Vampire', 'Shounen']",TV,12.0,Fall 2015,"['NBCUniversal Entertainment Japan', 'Shueisha']",['Funimation'],['Wit Studio'],Manga,23.0,R,1180.0,218,537525,7153,Fall,2015.0,1.330728803311474,One Season
9913,28977,Gintama°,9.1,"['Action', 'Comedy', 'Historical', 'Parody', 'Samurai', 'Sci-Fi', 'Shounen']",TV,51.0,Spring 2015,"['TV Tokyo', 'Aniplex', 'Dentsu']","['Funimation', 'Crunchyroll']",['Bandai Namco Pictures'],Manga,24.0,PG13,5.0,329,404121,11472,Spring,2015.0,2.8387537395977938,Four or more Season
9914,28979,To LOVE-Ru Darkness 2nd,7.51,"['Comedy', 'Ecchi', 'Harem', 'Romance', 'School', 'Sci-Fi', 'Shounen']",TV,12.0,Summer 2015,"['TBS', 'Magic Capsule', 'Warner Bros. Japan', 'NBCUniversal Entertainment Japan', 'Shueisha']",['Sentai Filmworks'],['Xebec'],Manga,23.0,R+,1546.0,770,193047,3364,Summer,2015.0,1.7425808222868007,One Season
9921,28999,Charlotte,7.77,"['Drama', 'School', 'Super Power']",TV,13.0,Summer 2015,"['Aniplex', 'Mainichi Broadcasting System', 'Movic', ""Visual Art's"", 'ASCII Media Works', 'Tokyo MX', 'BS11']",['Aniplex of America'],['P.A. Works'],Original,24.0,PG13,877.0,64,1057447,22611,Summer,2015.0,2.138263194278295,One Season
9934,29095,Grisaia no Rakuen,7.86,"['Drama', 'Harem', 'Psychological', 'Romance']",TV,10.0,Spring 2015,"['Frontier Works', 'AT-X', 'Bushiroad', 'NBCUniversal Entertainment Japan', 'i0+']",['Sentai Filmworks'],['8bit'],Visual novel,24.0,R+,723.0,453,310138,4372,Spring,2015.0,1.4096950389826466,One Season
9947,29163,Sore ga Seiyuu!,7.05,"['Slice of Life', 'Comedy']",TV,13.0,Summer 2015,['Evil Line Records'],['Funimation'],['Gonzo'],Web manga,23.0,PG13,3441.0,2414,44241,2618,Summer,2015.0,5.917587757962071,One Season
9976,29325,Koukaku Kidoutai Arise: Alternative Architecture,7.26,"['Sci-Fi', 'Police', 'Psychological', 'Mecha']",TV,10.0,Spring 2015,['TOHO animation'],['Funimation'],['Production I.G'],Manga,24.0,R,2532.0,2650,36984,1374,Spring,2015.0,3.715120051914341,One Season
10069,29589,Denpa Kyoushi (TV),6.9,"['Comedy', 'Romance', 'School', 'Shounen']",TV,24.0,Spring 2015,"['Yomiuri Telecasting', 'Shogakukan']",['Funimation'],['A-1 Pictures'],Manga,23.0,PG13,4013.0,1150,129007,17787,Spring,2015.0,13.787623927383786,Two Season
10102,29687,Duel Masters VSR,5.55,"['Action', 'Adventure', 'Comedy', 'Shounen']",TV,51.0,Spring 2015,['Shogakukan-Shueisha Productions'],,['Ascension'],Original,24.0,PG13,9569.0,10425,1023,148,Spring,2015.0,14.467253176930598,Four or more Season
10142,29758,Taboo Tattoo,5.79,"['Action', 'Mystery', 'Comedy', 'Super Power', 'Supernatural', 'Martial Arts', 'Seinen']",TV,12.0,Summer 2016,"['TV Tokyo', 'Sotsu', 'AT-X', 'Magic Capsule', 'KlockWorx', 'DIVE II Entertainment', 'Avex Pictures', 'BS Japan']","['Funimation', 'Crunchyroll']",['J.C.Staff'],Manga,24.0,R,8860.0,679,215902,29143,Summer,2016.0,13.498253837389186,One Season
10156,29785,Jitsu wa Watashi wa,6.91,"['Comedy', 'Supernatural', 'Romance', 'Vampire', 'Fantasy', 'School', 'Shounen']",TV,13.0,Summer 2015,"['TV Tokyo', 'Sotsu', 'MediaNet', 'Pony Canyon', 'AT-X', 'DAX Production', 'Asmik Ace', 'Akita Shoten', 'TMS Music']",['Discotek Media'],"['TMS Entertainment', '3xCube']",Manga,23.0,PG13,4004.0,761,196274,9777,Summer,2015.0,4.981301649734555,One Season
10157,29786,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,7.33,"['Comedy', 'Ecchi', 'School']",TV,12.0,Summer 2015,"['Frontier Works', 'Shogakukan-Shueisha Productions', 'Genco', 'Starchild Records', 'AT-X', 'KlockWorx']",['Funimation'],['J.C.Staff'],Light novel,23.0,R+,2216.0,201,557478,20101,Summer,2015.0,3.6057028259411137,One Season
10158,29787,Gochuumon wa Usagi Desu ka??,7.82,"['Slice of Life', 'Comedy']",TV,12.0,Fall 2015,"['Frontier Works', 'AT-X', 'Magic Capsule', 'Bushiroad', 'Showgate', 'Houbunsha', 'NBCUniversal Entertainment Japan', 'i0+', 'Hakuhodo DY Music & Pictures', 'RAY']",['Sentai Filmworks'],"['Kinema Citrus', 'White Fox']",4-koma manga,23.0,PG13,790.0,1401,100082,2284,Fall,2015.0,2.2821286545033073,One Season
10169,29803,Overlord,7.96,"['Action', 'Adventure', 'Fantasy', 'Game', 'Magic', 'Supernatural']",TV,13.0,Summer 2015,"['AT-X', 'Grooove', 'Hakuhodo DY Music & Pictures', 'Kadokawa']",['Funimation'],['Madhouse'],Light novel,24.0,R,585.0,66,1039944,26267,Summer,2015.0,2.525809082027494,One Season
10197,29854,Ushio to Tora (TV),7.6,"['Action', 'Adventure', 'Comedy', 'Demons', 'Shounen', 'Supernatural']",TV,26.0,Summer 2015,"['Sotsu', 'Showgate', 'Tokuma Japan Communications', 'Daiichi Shokai']",['Sentai Filmworks'],"['MAPPA', 'Studio VOLN']",Manga,24.0,PG13,1269.0,831,180420,12451,Summer,2015.0,6.901119609799357,Two Season
10269,29976,Dance with Devils,6.36,"['Harem', 'Demons', 'Supernatural', 'Romance', 'Vampire', 'Shoujo']",TV,12.0,Fall 2015,"['Avex Entertainment', 'Nihon Ad Systems', 'Movic', 'KlockWorx', 'DIVE II Entertainment']",['Funimation'],"[""Brain's Base""]",Original,23.0,R,6602.0,1489,93065,7812,Fall,2015.0,8.394133132756675,One Season
10288,30015,ReLIFE,8.03,"['Slice of Life', 'Romance', 'School']",TV,13.0,Summer 2016,"['Aniplex', 'Half H.P Studio', 'comico', 'Hakuhodo DY Media Partners', 'Lawson', 'C & I entertainment', 'TMS Music']","['Funimation', 'Crunchyroll']",['TMS Entertainment'],Web manga,23.0,PG13,498.0,126,717580,14479,Summer,2016.0,2.017754118007748,One Season
10289,30016,Nanbaka,7.34,"['Action', 'Comedy', 'Drama']",TV,13.0,Fall 2016,"['Nihon Ad Systems', 'DAX Production', 'Sony Music Communications', 'comico', 'Tokuma Japan Communications', 'Nelke Planning']",['Funimation'],['Satelight'],Web manga,23.0,PG13,2167.0,620,233884,17708,Fall,2016.0,7.571274648971285,One Season
10298,30030,Jewelpet Magical Change,6.39,"['Comedy', 'Fantasy', 'Magic', 'Shoujo']",TV,39.0,Spring 2015,"['TV Tokyo', 'Sotsu', 'MediaNet', 'Sanrio']",,['Studio Deen'],Original,24.0,PG,6453.0,8773,2050,220,Spring,2015.0,10.731707317073171,Three Season
10301,30039,Future Card Buddyfight Hundred,6.64,['Game'],TV,50.0,Spring 2015,"['Dentsu', 'Bushiroad']",,"['Xebec', 'OLM']",Card game,24.0,PG,5186.0,7158,3919,292,Spring,2015.0,7.450880326613932,Four or more Season
10317,30060,Chi Jian Chuanqi,,"['Action', 'Adventure', 'Fantasy']",TV,26.0,,,,,,20.0,PG,13582.0,15156,184,50,,,27.173913043478258,Two Season
10341,30091,Chaos Dragon: Sekiryuu Seneki,5.66,"['Action', 'Fantasy', 'Supernatural']",TV,12.0,Summer 2015,"['Sotsu', 'TOHO animation']",['Funimation'],"['SILVER LINK.', 'Connect']",Game,24.0,R,9259.0,1439,96810,17953,Summer,2015.0,18.544571841751885,One Season
10363,30123,Akagami no Shirayuki-hime,7.79,"['Fantasy', 'Romance', 'Drama', 'Shoujo']",TV,12.0,Summer 2015,"['Hakusensha', 'Warner Bros. Japan', 'KlockWorx', 'Showgate']",['Funimation'],['Bones'],Manga,24.0,PG13,837.0,284,459085,17453,Summer,2015.0,3.80169249703214,One Season
10388,30156,Ba La La Xiao Mo Xian Zhi: Meng Huan Xuan Lu,6.19,"['Comedy', 'Magic', 'Shoujo']",TV,52.0,Winter 2015,"['B.CMAY PICTURES', 'Alpha Group Co. Ltd.']",,,,22.0,G,7390.0,10168,1134,135,Winter,2015.0,11.904761904761903,Four or more Season
10406,30187,Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru,7.43,"['Drama', 'Mystery', 'Thriller']",TV,12.0,Fall 2015,"['Lantis', 'DAX Production']",['Sentai Filmworks'],['TROYCA'],Novel,23.0,R,1805.0,858,174026,10249,Fall,2015.0,5.889349867261213,One Season
10416,30205,Aoharu x Kikanjuu,7.18,"['Action', 'Comedy', 'Sports', 'Shounen']",TV,12.0,Summer 2015,"['TBS', 'DAX Production', 'chara-ani.com', 'Sony Music Communications', 'King Records', 'NichiNare']",['Sentai Filmworks'],"[""Brain's Base""]",Manga,24.0,PG13,2833.0,806,184467,11166,Summer,2015.0,6.053115191335035,One Season
10430,30230,Diamond no Ace: Second Season,8.32,"['Comedy', 'Sports', 'School', 'Shounen']",TV,51.0,Spring 2015,"['TV Tokyo', 'Sotsu']",,"['Production I.G', 'Madhouse']",Manga,24.0,PG13,211.0,1386,101140,2074,Spring,2015.0,2.0506228989519477,Four or more Season
10435,30240,Prison School,7.71,"['Comedy', 'Ecchi', 'Romance', 'School', 'Seinen']",TV,12.0,Summer 2015,"['Genco', 'Kodansha', 'Movic', 'Warner Bros. Japan', 'KlockWorx', 'Showgate']",['Funimation'],['J.C.Staff'],Manga,24.0,R+,989.0,136,696018,27646,Summer,2015.0,3.972023712030436,One Season
10444,30251,Venus Project: Climax,5.36,"['Action', 'Music']",TV,6.0,Summer 2015,['Imagine'],['Funimation'],['Nomad'],Game,23.0,PG13,10022.0,5916,6262,738,Summer,2015.0,11.785372085595656,One Season
10451,30276,One Punch Man,8.57,"['Action', 'Sci-Fi', 'Comedy', 'Parody', 'Super Power', 'Supernatural']",TV,12.0,Fall 2015,"['TV Tokyo', 'Bandai Visual', 'Lantis', 'Asatsu DK', 'Banpresto', 'Good Smile Company', 'Shueisha', 'JR East Marketing & Communications']",['VIZ Media'],['Madhouse'],Web manga,24.0,R,81.0,5,2123866,26755,Fall,2015.0,1.259731075312661,One Season
10453,30279,Yuru Yuri San☆Hai!,7.95,"['Comedy', 'School', 'Shoujo Ai', 'Slice of Life']",TV,12.0,Fall 2015,"['Sotsu', 'Pony Canyon']",,['TYO Animations'],Manga,23.0,PG13,599.0,1405,98734,1388,Fall,2015.0,1.4057973950209655,One Season
10459,30296,Rakudai Kishi no Cavalry,7.53,"['Action', 'Romance', 'Ecchi', 'Fantasy', 'School']",TV,12.0,Fall 2015,"['Frontier Works', 'Media Factory', 'AT-X', 'flying DOG', 'Hakuhodo DY Music & Pictures', 'Animatic', 'SB Creative']",['Sentai Filmworks'],"['SILVER LINK.', 'Nexus']",Light novel,23.0,R,1467.0,158,644218,14988,Fall,2015.0,2.3265416365267657,One Season
10463,30307,Monster Musume no Iru Nichijou,7.08,"['Harem', 'Comedy', 'Romance', 'Ecchi', 'Fantasy', 'Seinen']",TV,12.0,Summer 2015,"['Genco', 'Studio Hibari', 'TOHO animation']",['Sentai Filmworks'],['Lerche'],Manga,23.0,R+,3318.0,214,539332,26944,Summer,2015.0,4.995809631173377,One Season
10486,30344,The iDOLM@STER Cinderella Girls 2nd Season,7.35,"['Comedy', 'Drama', 'Music']",TV,12.0,Summer 2015,"['Aniplex', 'Half H.P Studio', 'Nippon Columbia', 'Bandai Namco Games', 'Anime Consortium Japan']",,['A-1 Pictures'],Game,24.0,PG13,2109.0,2945,30697,634,Summer,2015.0,2.0653484053816333,One Season
10494,30363,Shinmai Maou no Testament Burst,6.91,"['Action', 'Ecchi', 'Fantasy', 'Romance', 'Harem', 'Demons']",TV,10.0,Fall 2015,"['Kadokawa Shoten', 'Nippon Columbia']","['Funimation', 'Crunchyroll']",['Production IMS'],Light novel,23.0,R+,3973.0,513,277156,7817,Fall,2015.0,2.820433257804269,One Season
10499,30375,Starmyu,6.93,"['Music', 'School', 'Slice of Life']",TV,12.0,Fall 2015,['NBCUniversal Entertainment Japan'],['Funimation'],['C-Station'],Original,24.0,PG13,3889.0,2594,38719,2802,Fall,2015.0,7.236757147653607,One Season
10504,30382,Aquarion Logos,5.72,"['Action', 'Comedy', 'Drama', 'Fantasy', 'Mecha', 'Romance', 'Sci-Fi']",TV,26.0,Summer 2015,['C2C'],['Funimation'],['Satelight'],Original,24.0,PG13,9093.0,3692,19718,3194,Summer,2015.0,16.19839740338777,Two Season
10505,30383,Classroom☆Crisis,7.04,"['Drama', 'Romance', 'School', 'Sci-Fi']",TV,13.0,Summer 2015,"['Aniplex', 'Mainichi Broadcasting System']",['Aniplex of America'],['Lay-duce'],Original,24.0,PG13,3481.0,1383,101165,10548,Summer,2015.0,10.42653091484209,One Season
10507,30385,Valkyrie Drive: Mermaid,6.12,"['Action', 'Ecchi', 'Fantasy', 'Shoujo Ai']",TV,12.0,Fall 2015,['Genco'],['Funimation'],['Arms'],Original,24.0,R+,7713.0,1356,104160,11110,Fall,2015.0,10.666282642089094,One Season
10569,30484,Steins;Gate 0,8.51,"['Sci-Fi', 'Thriller']",TV,23.0,Spring 2018,"['Frontier Works', 'Media Factory', 'Kadokawa Shoten', 'Movic']",['Funimation'],['White Fox'],Visual novel,23.0,PG13,103.0,185,590847,12481,Spring,2018.0,2.1123911943362663,Two Season
10570,30485,ChäoS;Child,6.39,"['Sci-Fi', 'Mystery', 'Psychological', 'Supernatural']",TV,12.0,Winter 2017,"['Kadokawa Shoten', 'AT-X', 'MAGES.', 'Glovision', '5pb.']","['Funimation', 'Crunchyroll']",['SILVER LINK.'],Visual novel,23.0,R,6452.0,1312,108167,7736,Winter,2017.0,7.151904000295839,One Season
10573,30503,Noragami Aragoto,8.22,"['Action', 'Adventure', 'Comedy', 'Supernatural', 'Shounen']",TV,13.0,Fall 2015,"['Dentsu', 'Shochiku', 'Kodansha', 'Ai Addiction', 'Avex Pictures', 'A-Sketch']",['Funimation'],['Bones'],Manga,24.0,PG13,292.0,65,1039422,9772,Fall,2015.0,0.9401378843241724,One Season
10584,30544,Gakusen Toshi Asterisk,6.9,"['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Romance', 'School', 'Sci-Fi', 'Supernatural']",TV,12.0,Fall 2015,"['Aniplex', 'Animax', 'Movic', 'DAX Production', 'flying DOG', 'Bandai Namco Entertainment', 'Asahi Broadcasting']",['Aniplex of America'],['A-1 Pictures'],Light novel,23.0,PG13,4017.0,250,480569,18728,Fall,2015.0,3.8970470421521157,One Season
10586,30549,Soukyuu no Fafner: Dead Aggressor - Exodus 2nd Season,7.63,"['Action', 'Drama', 'Mecha', 'Military', 'Sci-Fi']",TV,13.0,Fall 2015,"['Starchild Records', 'Mainichi Broadcasting System']",,"['Xebec', 'I.Gzwei']",Original,24.0,PG13,1188.0,4494,12408,289,Fall,2015.0,2.3291424887169567,One Season
10598,30605,Uwabaki Cook no Tekitou Uranai!,,['Comedy'],TV,125.0,Winter 2015,['Yomiuri Telecasting'],,,Original,30.0,G,12752.0,14064,256,90,Winter,2015.0,35.15625,Four or more Season
10607,30649,Shin Atashin'chi,7.19,"['Slice of Life', 'Comedy']",TV,26.0,Fall 2015,,,['Shin-Ei Animation'],Manga,23.0,G,2805.0,8268,2522,358,Fall,2015.0,14.195083267248215,Two Season
10609,30652,Long Riders!,6.64,"['Slice of Life', 'Comedy', 'Sports', 'Shounen']",TV,12.0,Fall 2016,"['Lantis', 'DAX Production', 'NBCUniversal Entertainment Japan', 'Hakuhodo DY Music & Pictures', 'Ichijinsha', 'Bandai Channel']",['Sentai Filmworks'],['Actas'],Manga,23.0,PG13,5185.0,3422,22789,2688,Fall,2016.0,11.795164333669753,One Season
10610,30654,Ansatsu Kyoushitsu 2nd Season,8.54,"['Action', 'Comedy', 'School', 'Shounen']",TV,25.0,Winter 2016,"['Dentsu', 'Studio Hibari', 'Fuji TV', 'DAX Production', 'Avex Pictures', 'Shueisha', 'Kansai Telecasting']",['Funimation'],['Lerche'],Manga,23.0,PG13,86.0,86,899476,13098,Winter,2016.0,1.4561811543609835,Two Season
10623,30694,Dragon Ball Super,7.42,"['Action', 'Adventure', 'Comedy', 'Super Power', 'Martial Arts', 'Fantasy', 'Shounen']",TV,131.0,Summer 2015,"['Yomiko Advertising', 'Fuji TV']",['Funimation'],['Toei Animation'],Manga,23.0,PG13,1818.0,212,536891,27883,Summer,2015.0,5.193419148393249,Four or more Season
